"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"60641",0,0,1,12,11,12,1945,0,32,0,1988,2,1,82555.703125,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60675",0,0,1,12,11,13,1939,0,39,0,3435,4,1,87235,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60700",0,0,1,12,10,9,1933,2174,44,73000,428,0,0,77369.046875,18,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,56,0,1,1,0
"60703",0,0,1,13,2,10,1949,1600,29,43800,1274,3,1,109500,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,8,80519,7300,0,0,0,2,12,NA,NA,NA,NA,NA,1
"60714",0,0,1,12,9,8,1948,0,29,0,858,2,1,62488,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,0,NA,0,4,4,NA,NA,NA,NA,NA,1
"60722",1,0,1,17,3,13,1934,1936,44,56575,2582,2,1,74825,18,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,4,86,0,1,1,0
"60763",1,0,1,17,4,9,1937,1581,40,131400,1051,3,1,134685,17,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,84,0,1,1,0
"60769",0,0,1,12,NA,11,NA,0,34,0,311,6,NA,31755,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"60791",0,0,1,12,6,9,1919,0,58,0,1664,0,1,163885,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"60814",0,0,1,14,8,12,1942,2040,35,29200,4309,0,NA,112379.8515625,15,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"60824",1,0,1,11,9,12,1931,2112,46,58400,2783,2,1,125925,26,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,37,NA,30,0,1,1,0
"60828",0,0,1,14,10,10,1949,2024,28,36500,2608,1,NA,139065,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"60833",0,0,1,17,10,10,1946,931,30,25550,4345,0,NA,183777.5,11,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,21535,0,NA,0,1,20,NA,NA,NA,NA,NA,1
"60840",0,0,1,12,1,10,1928,50,49,10950,919,0,1,364996.34375,2,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"60859",1,0,1,17,6,13,1945,2700,32,43800,929,0,1,108770,12,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,87,0,1,1,0
"60876",1,0,1,12,8,7,1939,2000,38,69350,1451,1,1,111405.296875,11,0.800000011920929,5000.5,4533.2998046875,9533.7998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"60881",0,0,1,14,10,13,1951,2346,26,36500,2600,2,NA,85410,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"60907",1,0,1,16,5,12,1944,3600,33,91250,1345,2,1,98159.453125,13,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,62,0,1,1,0
"60972",0,0,1,16,11,11,1926,1530,50,56210,4245,1,1,127750,22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"60999",0,0,1,17,6,10,1921,800,57,21900,2942,0,NA,97820,30,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61041",1,0,1,14,NA,8,NA,2024,29,60955,1168,2,1,60955,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,55,0,1,1,0
"61055",0,1,0,NA,NA,8,NA,NA,25,NA,2858,5,NA,76650,NA,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,0
"61058",0,0,1,12,9,8,1937,975,40,7300,5300,1,1,99134,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61069",1,1,0,7,10,6,1931,2695,46,11625.25,5643,0,1,20053.099609375,26,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,0,0,1,0
"61130",0,0,1,12,10,12,1937,1864,40,44019,3451,1,NA,100959,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61137",0,0,1,16,9,10,1947,202,30,730,5995,4,1,37230,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61189",0,0,1,12,10,10,1939,1777,38,50005,5025,1,1,127399.6015625,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,1
"61235",0,1,0,8,5,10,1916,1944,56,21900,319,1,NA,41829,36,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61260",0,0,1,12,8,10,1924,1140,53,21900,66,0,1,79570,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61261",1,0,1,14,6,8,1949,2470,29,47450,463,0,1,105966.796875,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,71,0,1,1,0
"61270",0,0,1,12,2,12,1952,891,26,4745,5121,0,NA,16403.099609375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,14,79551.75,22290.55078125,0,0,0,4,46,NA,NA,NA,NA,NA,1
"61274",1,0,1,12,NA,10,NA,2187,53,82125,26,2,1,113880,34,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"61309",0,0,1,12,2,8,1937,0,41,0,4550,1,1,144540,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"61312",0,0,1,12,11,12,1944,0,33,0,4731,2,1,109562.046875,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"61362",1,0,1,12,10,11,1951,1976,26,74095,88,1,1,103295,6,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"61363",0,0,1,12,12,7,1951,0,26,0,5748,2,0,16673.19921875,6,0.600000023841858,0,0,8300.099609375,0,0,306,0,1968,10,12,29200,0,0,0,0,4,2,NA,NA,0,0,1,0
"61377",0,0,1,12,6,11,1923,0,54,0,2440,0,1,116070,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"61408",1,0,1,16,11,10,1925,2352,52,50596.30078125,3466,1,1,69941.296875,32,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,61,0,1,1,0
"61417",0,0,1,16,12,12,1950,1776,27,29930,697,0,NA,58473,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"61423",1,0,1,12,9,10,1922,1920,56,26280,3016,3,1,64605,36,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,4,31,0,1,1,0
"61426",1,0,1,17,11,8,1939,2988,38,113150,5674,1,1,124282.5,19,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,86,0,1,1,0
"61435",0,0,1,17,11,12,1933,1600,44,32850,259,1,1,177755,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"61456",1,0,1,12,10,10,1944,2059,33,40967.6015625,2133,2,1,40967.6015625,14,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"61492",1,0,1,17,8,13,1951,1720,26,29200,1323,0,1,43800,6,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"61507",0,1,0,12,NA,6,NA,1920,25,47450,3840,1,NA,138408,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,12,NA,NA,NA,NA,NA,1
"61533",1,0,1,14,10,10,1928,1813,49,48785.8984375,1618,0,1,102097.796875,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,41,0,1,1,0
"61545",0,0,1,12,2,9,1932,1645,46,32850,1903,1,1,152205,10,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"61606",0,0,1,16,11,11,1950,1765,27,56210,266,0,1,56575,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61619",1,0,1,4,NA,5,NA,1980,57,32850,6007,0,1,32850,37,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,32,0,1,1,0
"61621",0,0,1,16,8,11,1934,1468,43,47815,5092,2,1,117530,18,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61623",1,0,1,13,6,11,1947,1764,30,71540,2867,2,1,72635,10,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,57,0,1,1,0
"61625",0,0,1,12,12,13,1924,1680,53,22469.400390625,95,0,0,25247.05078125,33,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,2,NA,0,0,1,0
"61663",0,1,0,10,8,12,1928,346,49,4380,3568,0,1,74825,14,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"61670",0,0,1,12,7,9,1919,1888,58,39890.8515625,3747,0,1,122778.703125,21,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61685",1,0,1,16,10,11,1945,1900,32,38690,5044,2,1,50005,5,0.699999988079071,0,1825,1825,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,83,0,1,1,0
"61688",1,0,1,8,5,10,1923,3640,54,44968,4143,0,1,76650,35,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"61695",1,0,1,12,NA,8,NA,1890,28,12775,6154,0,0,14965,NA,0.300000011920929,0,0,0,0,0,0,0,0,10,NA,NA,7300,0,NA,0,6,NA,NA,92,0,1,1,0
"61697",1,0,1,16,5,12,1940,2080,37,49421,2123,2,1,102200,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"61704",0,1,0,10,5,0,1926,0,50,0,1837,0,0,6205,NA,0.200000002980232,0,0,5913,0,4380,420,0,0,NA,NA,NA,NA,NA,NA,0,2,34,2,NA,0,0,1,0
"61757",0,0,1,16,7,9,1951,1984,26,28470,369,0,0,31032.30078125,4,0.5,0,0,0,0,0,0,0,0,12,16,36500,8030,0,0,0,3,3,NA,86,0,1,1,0
"61786",0,NA,NA,16,NA,7,NA,0,26,0,4925,1,NA,85723.8984375,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"61811",1,0,1,16,10,8,1949,1998,28,49804.25,2448,0,0,60754.25,5,0.100000001490116,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,3,9,NA,61,0,1,1,0
"61814",1,0,1,12,5,9,1936,2450,41,109135,3062,4,1,119902.5,22,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,81,0,1,1,0
"61821",1,0,1,11,9,8,1952,1840,26,28926.25,4748,4,1,35952.5,5,1.20000004768372,0,0,1981.94995117188,0,0,543,0,0,7,7,31930.19921875,0,0,0,0,4,36,NA,33,0,1,1,0
"61823",0,0,1,12,11,7,1927,1960,50,12045,3118,1,1,26645,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"61824",0,1,0,14,7,12,1940,0,37,0,5621,4,NA,162242.5,16,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"61840",0,0,1,12,9,12,1927,804,50,12775,1151,0,1,93075,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"61867",1,0,1,16,6,12,1928,1880,49,131400,1941,0,1,218452.5,29,0.899999976158142,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"61878",0,0,1,16,11,12,1952,3001,25,51100,2570,0,0,69715,3,0.200000002980232,0,0,0,0,0,0,0,0,16,NA,NA,11753,0,NA,0,2,48,NA,61,0,1,1,0
"61892",0,0,1,8,11,6,1942,900,33,2920,3376,1,NA,13870,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"61921",0,0,1,13,11,5,1922,1180,55,15695,2461,0,1,76650,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61922",0,0,1,12,1,9,1921,1880,57,29200,766,0,1,54647.80078125,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61994",1,0,1,16,8,12,1944,1960,33,54750,2036,1,1,61612,13,0.5,0,0,0,0,0,0,2007.5,0,12,8,49275,40150,0,0,0,3,42,NA,21,0,1,1,0
"62016",1,0,1,13,10,9,1950,2327,27,43800,3388,2,1,73000,7,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,33,0,1,1,0
"62017",0,0,1,12,11,13,1950,0,27,0,3453,2,1,51921.25,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"62022",0,0,1,12,8,8,1926,1040,51,9125,1144,0,1,57852.5,21,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"62034",0,0,1,14,9,12,1919,1968,58,57816,4678,0,1,131035,39,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"62041",0,0,1,12,7,11,1930,2112,47,33178.5,2537,0,1,76660.953125,20,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"62073",0,0,0,16,11,12,1952,1466,25,51830,5336,0,0,53509,6,0.200000002980232,0,1679,1679,0,0,0,0,0,15,16,292000,0,0,0,0,3,19,NA,NA,0,0,1,0
"62108",1,0,0,15,9,8,1942,4500,35,142350,1668,4,1,146784.75,16,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"62112",1,0,1,12,2,11,1927,2205,51,53290,308,1,1,58582.5,30,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,62,0,1,1,0
"62130",0,0,1,16,2,11,1946,0,32,0,2829,0,1,166075,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,10,63875,0,0,0,0,4,4,NA,NA,NA,NA,NA,1
"62133",1,0,1,12,12,8,1940,1953,37,51100,1513,3,1,51100,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"62158",0,0,1,16,3,11,1930,1330,48,29200,4582,0,1,111325,17,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62182",0,0,1,7,10,5,1919,0,58,0,5403,0,1,53468.8515625,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"62202",1,0,1,13,1,11,1953,2277,25,31755,5027,0,1,55206.25,7,0.400000005960464,0,3376.25,3376.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,49,NA,21,0,1,1,0
"62253",1,1,0,10,6,12,1926,1840,51,23725,4014,3,1,83971.8984375,31,0.800000011920929,0,0,23652,0,10512,0,0,3600,NA,NA,NA,NA,NA,NA,0,1,31,3,88,0,1,1,0
"62256",1,0,0,14,2,11,1952,2112,26,51100,1706,0,1,80803.703125,6,0.5,0,0,0,0,0,0,0,0,8,8,62050,0,0,0,0,4,4,NA,57,0,1,1,0
"62262",1,0,1,14,1,11,1925,2007,53,68802.5,992,0,1,98550,33,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,86,0,1,1,0
"62280",1,0,1,12,2,11,1951,2500,27,52195,2960,1,1,74095,6,0.600000023841858,0,0,0,0,0,0,0,0,12,14,91250,0,0,0,0,3,39,NA,61,0,1,1,0
"62288",0,0,1,12,3,11,1925,0,52,0,3001,1,1,80894.953125,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"62291",1,0,1,14,8,10,1951,1786,26,35040,1935,1,1,85497.6015625,7,0.600000023841858,0,0,7971.60009765625,0,0,0,0,2184,12,NA,NA,14249.599609375,0,NA,0,3,45,NA,61,0,1,1,0
"62327",0,0,1,17,6,11,1937,1560,40,40150,6048,1,1,135050,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"62333",0,0,1,17,8,11,1921,1536,56,51100,3944,0,1,171185,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62338",0,0,1,11,5,13,1947,2020,31,25550,4404,2,0,53841.1484375,7,0.5,0,361.350006103516,1675.34997558594,0,0,0,5931.25,360,NA,8,671.599975585938,NA,NA,0,0,2,21,NA,33,0,1,1,0
"62421",0,0,1,8,9,11,1947,0,31,0,5035,3,NA,46720,7,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"62431",0,0,1,14,7,8,1944,396,33,4380,1668,4,1,146784.75,2,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"62439",0,0,1,12,7,10,1928,44,49,474.5,1669,1,1,85282.25,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62463",0,0,1,11,11,10,1930,960,47,5037,4225,1,NA,95192,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"62471",0,1,0,12,9,8,1952,0,25,0,2601,2,1,68985,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"62507",0,0,1,12,5,9,1951,0,25,0,2284,1,1,58400,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,10,10220,11315,0,0,0,1,31,NA,NA,NA,NA,NA,1
"62512",0,0,1,16,5,9,1929,1158,48,21900,1841,2,0,70496.1015625,21,0.5,0,0,30660,30660,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"62519",0,NA,NA,10,NA,8,NA,1360,43,36500,1483,1,NA,112785,22,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62522",0,0,1,12,4,10,1941,0,36,0,2485,4,1,3650,5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"62530",1,0,1,12,8,10,1943,4160,35,40442,5122,2,1,82490,14,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"62564",0,0,1,12,12,9,1949,1612,27,22082.5,5998,0,0,25659.5,9,0.300000011920929,0,3577,3577,0,0,0,0,0,10,NA,NA,0,0,NA,0,1,37,NA,83,0,1,1,0
"62570",0,0,1,12,9,9,1930,1050,48,8030,3882,0,1,46902.5,16,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"62599",0,0,1,12,12,9,1923,0,55,0,4052,0,1,94900,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62623",1,0,1,12,6,11,1931,2112,46,75190,281,1,1,84315,23,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"62644",0,0,1,12,2,12,1944,16,33,175.199996948242,2319,2,1,80865.75,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62686",0,0,1,9,11,10,1943,0,34,0,4547,2,NA,65079.5,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"62702",0,0,1,16,8,9,1919,1936,58,69350,3948,0,NA,88753.3984375,30,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62715",1,0,1,12,9,8,1925,2066,52,58400,251,0,1,127750,29,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,62,0,1,1,0
"62749",1,0,1,15,6,9,1949,2726,28,76650,2950,0,1,76704.75,9,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,71,0,1,1,0
"62771",1,0,1,14,6,10,1925,2070,52,47450,469,0,0,47815,34,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,81,0,1,1,0
"62802",1,0,1,8,2,11,1926,2520,52,178850,4415,1,1,179857.40625,32,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"62814",1,0,1,12,10,10,1942,1840,35,94900,4447,3,1,94900,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"62834",1,1,0,5,9,1,1951,NA,26,NA,2317,0,NA,12796.900390625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,13,NA,NA,NA,NA,NA,0
"62954",0,0,1,10,8,11,1949,1397,28,9125,3775,2,NA,60590,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"62972",0,0,1,14,10,7,1949,1813,29,21900,1280,1,1,87366.3984375,9,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"62982",0,0,1,16,6,10,1949,168,28,1825,5103,2,1,80300,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"62998",0,0,1,12,NA,6,NA,NA,28,NA,2155,3,NA,50735,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"63008",1,0,1,14,8,11,1948,1428,29,65700,2001,0,1,114062.5,6,0.699999988079071,0,0,0,0,0,0,0,0,11,11,73000,13140,0,0,0,1,29,NA,62,0,1,1,0
"63024",0,0,1,12,11,10,1947,1458,30,16425,757,3,1,60681.25,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"63025",0,0,1,16,7,12,1927,1170,50,47450,1590,0,1,195275,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63049",0,1,0,12,1,9,1931,1170,44,19136.94921875,1313,1,1,63301.94921875,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"63105",0,0,1,14,5,10,1921,1656,56,51100,2459,0,1,122275,17,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"63113",0,0,1,16,7,12,1947,0,30,0,3684,3,1,148190,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63153",1,0,1,12,11,10,1933,2400,45,54750,5993,3,1,72270,NA,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
