"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"59825",0,0,1,12,9,9,1934,0,41,0,1599,2,1,117876,5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,0,0,NA,1
"59896",1,0,1,12,12,10,1921,2500,54,62700,4431,0,1,78584,36,2,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,62,0,1,1,0
"59907",1,0,1,9,3,11,1942,2079,33,63118,4024,3,1,107844,15,3,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,51,0,1,1,0
"59970",1,0,1,11,9,10,1937,1890,38,62700,5448,5,1,77121,20,NA,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,85,0,1,1,0
"59991",0,1,0,9,12,5,1916,0,54,0,4977,0,NA,12540,15,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"60031",1,0,1,9,9,12,1941,960,34,14630,2998,3,1,18183,16,3,1,2508,3603.15991210938,0,0,262,0,0,NA,NA,NA,NA,NA,NA,0,3,16,51,0,1,1,0
"60032",0,0,1,14,11,13,1930,1920,45,35530,1343,1,1,104082,9,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"60033",1,0,1,12,12,7,1949,2072,26,56430,4766,3,1,56430,8,3,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,30,0,1,1,0
"60040",0,0,1,12,3,13,1949,0,27,0,4250,2,1,68970,3,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,0,NA,1
"60071",0,0,1,16,12,10,1937,0,38,0,3486,3,1,119673.3984375,6,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,0,NA,1
"60072",0,0,1,8,4,8,1922,0,54,0,3748,2,0,55401.71875,4,5,1.20000004768372,0,8033.9599609375,8033.9599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,1,0
"60080",1,0,1,12,1,8,1941,2933,35,71896,4531,3,1,92796,17,3,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,55,0,1,1,0
"60091",1,0,1,16,NA,11,NA,1505,33,45980,5666,0,0,93632,15,NA,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,88,0,1,1,0
"60094",0,1,0,12,7,9,1941,2000,34,28837.8203125,409,0,0,36712.94140625,16,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,86,0,1,1,0
"60102",1,0,1,12,11,9,1947,2080,28,49311.4609375,2803,2,1,69396.359375,6,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,32,0,1,1,0
"60103",0,0,1,13,1,9,1938,347,38,4180,2494,3,1,41800,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"60170",0,NA,NA,12,7,10,1916,758,60,8778,4331,0,NA,75658,32,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"60221",0,0,1,12,1,10,1924,1040,51,6688,3329,0,NA,28085.419921875,33,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,NA,1
"60224",0,0,1,15,12,11,1946,1680,29,17974,2010,0,0,31885.0390625,11,4,0.400000005960464,0,317.679992675781,0,0,76,0,0,NA,NA,NA,NA,NA,NA,0,4,36,83,0,1,1,0
"60225",0,0,1,17,8,10,1949,1440,26,35530,3681,0,1,64999,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,29260,309.320007324219,0,0,0,3,42,NA,0,1,NA,1
"60265",0,0,1,14,4,10,1930,0,46,0,1060,1,1,84519.6015625,8,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"60302",1,1,0,9,2,4,1948,2322,28,17974,5060,0,0,20770.419921875,10,4,0.5,1542.42004394531,1542.42004394531,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,11,0,1,1,0
"60325",1,0,1,13,3,9,1947,2366,28,46816,2339,3,1,46816,11,2,1,0,0,0,0,0,0,0,12,8,49742,15884,0,0,0,4,4,51,0,1,1,0
"60341",1,0,1,12,3,10,1943,960,33,10491.7998046875,2390,3,1,37686.87890625,15,2,0.800000011920929,14713.599609375,14713.599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"60343",0,0,0,14,2,7,1950,2352,26,4180,3860,0,0,5016,8,NA,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,3,41,83,0,1,1,0
"60350",0,NA,NA,13,3,11,1951,2150,25,24662,4117,0,NA,88285.78125,7,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"60353",1,0,1,9,1,9,1923,1896,53,37620,2494,3,1,41800,28,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,91,0,1,1,0
"60370",0,0,1,12,11,10,1945,520,30,18555.01953125,775,3,1,97975.0234375,8,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"60376",0,NA,NA,16,NA,9,NA,1500,26,39710,2208,0,NA,61312.23828125,8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,1,NA,1
"60380",0,0,1,12,11,8,1946,2000,29,20900,4531,3,1,92796,8,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"60389",1,NA,NA,NA,NA,7,NA,663,25,NA,2031,0,NA,18120.30078125,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0
"60406",0,0,1,10,12,13,1938,0,37,0,2050,3,NA,85807.0390625,NA,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"60413",0,0,1,12,12,12,1950,0,26,0,663,2,1,47234,3,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,0,NA,1
"60455",0,0,1,12,9,9,1945,2000,30,28842,1139,2,0,38874,7,1,0.800000011920929,0,0,0,0,0,10450,0,NA,NA,NA,NA,NA,NA,0,2,22,43,0,1,1,0
"60467",0,0,1,12,6,10,1927,0,48,0,1614,0,1,29443.919921875,18,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,0,NA,1
"60490",1,0,1,15,7,9,1947,2000,28,54340,1271,0,1,66880,6,1,0.400000005960464,0,0,0,0,0,0,0,6,8,43890,20900,0,0,0,4,4,NA,0,0,1,0
"60494",1,0,1,16,6,13,1940,2016,35,146300,969,4,1,189145,13,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,33,0,1,1,0
"60497",1,0,1,12,2,11,1919,1880,57,100320,2395,0,1,163020,39,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"60498",1,0,0,11,7,12,1938,NA,38,NA,519,0,0,98326.140625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,3,17,NA,NA,NA,NA,0
"60529",0,0,1,16,11,13,1941,1152,34,10868,4937,2,1,10868,4,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,NA,1
"60530",1,0,1,16,5,12,1938,2450,37,100320,564,2,1,101783,19,1,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,91,0,1,1,0
"60539",1,0,1,7,NA,9,NA,2033,32,52668,4061,0,1,71532.34375,14,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,61,0,1,1,0
"60542",0,0,1,12,2,10,1939,1000,37,12540,210,4,1,100320,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"60555",1,0,1,6,NA,3,NA,1480,60,28006,3303,0,0,28006,42,NA,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,30,0,1,1,0
"60578",0,0,1,13,6,11,1937,0,39,0,96,4,1,136623.296875,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,0,NA,1
"60599",0,0,1,12,1,11,1947,800,29,0,105,2,1,47861,5,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"60601",1,0,1,12,3,9,1933,1985,43,52250,2867,3,1,55594,16,3,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,33,0,1,1,0
"60641",0,0,1,12,11,12,1945,600,30,3762,416,2,1,78584,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"60654",0,0,1,NA,NA,9,NA,NA,55,NA,1607,0,NA,36850.87890625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,0
"60675",0,0,1,12,11,13,1939,0,36,0,1809,4,1,100320,3,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"60692",1,0,1,16,NA,7,NA,2136,29,62700,3930,1,1,62700,9,NA,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,87,0,1,1,0
"60700",0,0,1,12,10,9,1933,2509,42,70642,1755,0,0,78500.3984375,18,2,0.300000011920929,0,0,0,0,0,6270,0,NA,NA,NA,NA,NA,NA,0,4,43,56,0,1,1,0
"60703",0,0,1,13,2,10,1949,1300,27,37620,36,3,1,88616,9,NA,1,NA,NA,NA,NA,NA,NA,NA,12,8,43890,33440,0,0,0,2,12,NA,0,1,NA,1
"60714",0,0,1,12,9,8,1948,104,27,2006.40002441406,4031,2,1,50761.921875,6,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,12540,0,NA,0,4,4,NA,0,1,NA,1
"60722",1,0,1,17,3,13,1934,1944,42,54340,1230,2,1,58624.5,18,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,92,0,1,1,0
"60763",1,0,1,17,4,9,1937,1278,39,104500,5651,3,1,106548.203125,17,3,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,84,0,1,1,0
"60769",0,0,1,12,NA,11,NA,0,32,0,2013,5,NA,41800,14,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"60791",0,0,1,12,6,9,1919,0,56,0,72,0,1,119548,NA,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"60814",0,0,1,14,8,12,1942,1775,33,25080,3171,0,NA,102410,15,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,NA,1
"60824",1,0,1,11,9,12,1931,2140,44,73150,5658,2,1,143039.59375,26,NA,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,37,30,0,1,1,0
"60828",0,0,1,14,10,10,1949,1620,26,16302,1340,0,NA,104082,8,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,NA,1
"60833",0,0,1,17,10,10,1946,2728,28,52250,473,0,0,52250,8,1,0.5,0,0,0,0,0,0,0,12,NA,NA,31768,0,NA,0,1,20,71,0,1,1,0
"60840",0,0,1,12,1,10,1928,0,47,0,963,1,1,417995.8125,2,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,0,NA,1
"60843",0,NA,NA,16,NA,10,NA,0,56,0,124,0,NA,54340,33,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,0,NA,1
"60859",1,0,1,17,6,13,1945,710,31,10032,39,0,1,84511.2421875,12,1,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,87,0,1,1,0
"60876",1,0,1,12,8,7,1939,2025,35,65170.37890625,861,1,1,98610.3828125,11,3,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,51,0,1,1,0
"60907",1,0,1,16,5,12,1944,2500,31,91960,1801,2,1,91960,13,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,62,0,1,1,0
"60934",0,0,1,12,1,11,1917,1880,59,40525.1015625,2088,0,1,96599.796875,20,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"60972",0,0,1,16,11,11,1926,1221,49,59774,3980,1,1,133237.5,22,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"60999",0,0,1,17,6,10,1921,1480,55,50160,1826,0,NA,137731,30,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"61010",0,NA,NA,11,NA,5,NA,0,42,0,4305,4,NA,26200.240234375,NA,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,0,NA,1
"61041",1,0,1,14,NA,8,NA,2205,27,69806,662,2,1,69910.5,9,NA,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,55,0,1,1,0
"61047",1,NA,NA,NA,NA,13,NA,900,34,NA,4027,0,NA,87813.4375,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,0
"61058",0,0,1,12,9,8,1937,1617,38,20900,4593,2,1,138107.203125,20,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"61069",1,1,0,7,10,6,1931,2560,44,15913.259765625,3452,0,1,17192.33984375,26,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,11,0,1,1,0
"61130",0,0,1,12,10,12,1937,2000,38,35112,1055,1,NA,82764,12,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"61137",0,0,1,16,9,10,1947,0,28,0,534,3,1,50168.359375,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"61189",0,0,1,12,10,10,1939,2054,36,37620,673,3,1,86124.71875,8,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,0,1,NA,1
"61235",0,1,0,8,5,10,1916,1125,54,8882.5,490,1,NA,34397.21875,36,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"61260",0,0,1,12,8,10,1924,1920,52,37620,355,0,1,81510,30,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"61261",1,0,1,14,6,8,1949,2625,27,71060,5567,0,1,121220,9,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,33,0,1,1,0
"61274",1,0,1,12,NA,10,NA,1987,52,66880,1067,2,1,82346,34,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"61309",0,0,1,12,2,8,1937,0,39,0,2925,2,1,91721.7421875,6,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"61312",0,0,1,12,11,12,1944,0,31,0,564,2,1,101783,3,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"61319",1,1,0,NA,5,3,1946,NA,29,NA,3580,2,NA,8915.9404296875,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,0
"61377",0,0,1,12,6,11,1923,0,53,0,1758,0,1,100320,3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,0,NA,1
"61408",1,0,1,16,11,10,1925,2700,50,56154.12109375,2330,1,1,74169.921875,32,1,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,61,0,1,1,0
"61423",1,0,1,12,9,10,1922,1920,54,28424,2127,3,1,30514,36,3,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,30,0,1,1,0
"61426",1,0,1,17,11,8,1939,2750,37,108680,3854,2,1,121220,19,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,86,0,1,1,0
"61435",0,0,1,17,11,12,1933,2000,43,41800,4026,2,1,177357.40625,4,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"61443",0,NA,NA,12,NA,9,NA,80,28,627,854,0,NA,87571,7,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,0,NA,1
"61456",1,0,1,12,10,10,1944,2241,31,40546,4748,1,1,61446,14,2,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,31,0,1,1,0
"61533",1,0,1,14,10,10,1928,1725,48,44830.5,2598,0,1,84143.3984375,28,1,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,41,0,1,1,0
"61545",0,0,1,12,2,9,1932,1750,44,30096,2473,2,1,134909.5,10,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,NA,1
"61606",0,0,1,16,11,11,1950,1850,25,54824.87890625,1262,0,1,59326.73828125,7,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"61619",1,0,1,4,NA,5,NA,2000,55,28758.400390625,880,0,1,28758.400390625,37,NA,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,30,0,1,1,0
"61621",0,0,1,16,8,11,1934,1560,41,45980,852,3,1,112442,18,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,NA,1
"61623",1,0,1,13,6,11,1947,2220,28,79420,3612,1,1,79503.6015625,10,NA,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,57,0,1,1,0
"61625",0,0,1,12,12,13,1924,2304,51,30221.400390625,3823,0,0,30221.400390625,33,4,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,33,0,1,1,0
"61663",0,1,0,10,8,12,1928,1875,47,14630,1617,0,1,111606,14,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,NA,1
"61670",0,0,1,12,7,9,1919,1960,56,41382,4928,0,1,109725,21,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"61685",1,0,1,16,10,11,1945,2286,31,40128,1943,1,1,53922,5,2,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,44,61,0,1,1,0
"61688",1,0,1,8,5,10,1923,2874,53,22726.66015625,2551,0,1,33440,35,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,11,0,1,1,0
"61695",1,0,1,12,NA,8,NA,NA,25,NA,2932,1,NA,44558.80078125,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,1,1,31,NA,NA,NA,NA,0
"61697",1,0,1,16,5,12,1940,2500,36,48488,166,1,1,115368,11,NA,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,61,0,1,1,0
"61704",0,1,0,10,5,0,1926,0,48,0,5281,1,0,7440.39990234375,NA,4,0.400000005960464,0,6905.35986328125,0,3745.28002929688,756,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,1,0
"61811",1,0,1,16,10,8,1949,2375,26,46636.26171875,2715,0,0,142546.359375,5,2,0.300000011920929,0,0,0,0,0,0,0,12,14,0,0,0,0,0,3,9,51,0,1,1,0
"61814",1,0,1,12,5,9,1936,2300,39,171380,2487,4,1,380563.90625,22,1,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,81,0,1,1,0
"61823",0,0,1,12,11,7,1927,2080,47,12540,3030,1,1,31768,15,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"61824",0,1,0,14,7,12,1940,0,35,0,3468,5,NA,138943.203125,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,NA,1
"61840",0,0,1,12,9,12,1927,1834,48,27170,1109,0,1,136226.203125,15,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,NA,1
"61867",1,0,1,16,6,12,1928,1911,47,133760,3168,1,1,212762,29,1,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,31,0,1,1,0
"61892",0,0,1,8,11,6,1942,320,31,2299,4417,3,NA,14471.16015625,7,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,0,NA,1
"61921",0,0,1,13,11,5,1922,700,53,11704,3154,0,1,85522.796875,14,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,NA,1
"61922",0,0,1,12,1,9,1921,2080,55,28745.859375,3825,0,1,59084.30078125,27,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"61950",0,0,1,16,8,10,1946,0,29,0,3983,2,NA,73446.78125,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"61994",1,0,1,16,8,12,1944,2040,31,54340,1929,1,1,96160.8984375,13,1,0.5,0,0,0,0,0,0,0,12,8,40964,40964,0,0,0,3,35,44,0,1,1,0
"62016",1,0,1,13,10,9,1950,2381,25,50160,4481,2,1,83600,7,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,55,0,1,1,0
"62017",0,0,1,12,11,13,1950,1040,25,2508,2495,2,1,51627.1796875,2,NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,22990,0,NA,0,4,4,NA,0,0,NA,1
"62022",0,0,1,12,8,8,1926,1280,50,2675.19995117188,2951,0,1,64326.01953125,21,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,0,NA,1
"62034",0,0,1,14,9,12,1919,2080,57,57901.359375,3343,0,1,133805.984375,39,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"62041",0,0,1,12,7,11,1930,2000,45,29260,4799,1,1,103116.421875,20,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"62108",1,0,0,15,9,8,1942,4030,34,64790,3371,3,1,66085.796875,16,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,61,0,1,1,0
"62112",1,0,1,12,2,11,1927,2327,49,58520,2789,1,1,69388,30,2,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,31,0,1,1,0
"62130",0,0,1,16,2,11,1946,0,30,0,3553,0,1,75097.8828125,7,NA,0.5,NA,NA,NA,NA,NA,NA,NA,12,10,60192,0,0,0,0,4,46,NA,0,0,NA,1
"62133",1,0,1,12,12,8,1940,2000,35,51832,4344,3,1,51832,13,5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,31,0,1,1,0
"62158",0,0,1,16,3,11,1930,875,46,20064,4463,0,1,74404,17,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"62182",0,0,1,7,10,5,1919,0,56,0,1102,0,1,54640.9609375,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"62253",1,1,0,10,6,12,1926,3469,49,12540,1932,3,1,70516.6015625,31,2,0.800000011920929,0,19938.599609375,0,0,0,0,4770,NA,NA,NA,NA,NA,NA,0,1,31,51,0,1,1,0
"62262",1,0,1,14,1,11,1925,2180,51,68970,3399,0,1,94677,33,3,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,86,0,1,1,0
"62280",1,0,1,12,2,11,1951,2817,25,43890,4235,1,1,71060,6,2,0.600000023841858,0,0,0,0,0,0,0,12,14,68970,0,0,0,0,3,39,61,0,1,1,0
"62288",0,0,1,12,3,11,1925,0,50,0,1240,1,1,56007.8203125,8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,0,NA,1
"62291",1,0,1,14,8,10,1951,1240,25,20064,5302,2,1,54758,7,2,1,0,0,0,0,0,0,0,12,NA,NA,16866.30078125,0,NA,0,3,45,85,0,1,1,0
